"POOL_ID","LRU_POSITION","SPACE","PAGE_NUMBER","PAGE_TYPE","FLUSH_TYPE","FIX_COUNT","IS_HASHED","NEWEST_MODIFICATION","OLDEST_MODIFICATION","ACCESS_TIME","TABLE_NAME","INDEX_NAME","NUMBER_RECORDS","DATA_SIZE","COMPRESSED_SIZE","COMPRESSED","IO_FIX","IS_OLD","FREE_PAGE_CLOCK"
"0","129","10","1970","INDEX","0","0","0","169315168","0","92443","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","130","0","3904","UNDO_LOG","0","0","0","156248971","0","92444","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","131","10","1971","INDEX","0","0","0","169333744","0","92445","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","132","10","1972","INDEX","0","0","0","169352665","0","92446","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","133","0","3905","UNDO_LOG","0","0","0","156302767","0","92447","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","134","10","1973","INDEX","0","0","0","169371947","0","92448","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","135","10","1974","INDEX","0","0","0","169390976","0","92450","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","136","0","3906","UNDO_LOG","0","0","0","156354768","0","92451","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","137","10","1975","INDEX","0","0","0","169409576","0","92452","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","138","10","1976","INDEX","0","0","0","169428602","0","92453","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","139","0","3907","UNDO_LOG","0","0","0","156406535","0","92454","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","140","10","1977","INDEX","0","0","0","169447849","0","92455","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","141","10","1978","INDEX","0","0","0","169467015","0","92457","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","142","0","3908","UNDO_LOG","0","0","0","156458292","0","92457","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","143","0","606","UNDO_LOG","0","0","0","261879408","1","0","NULL","NULL","0","0","0","0","IO_NONE","NULL","0"
"0","144","0","208","SYSTEM","0","0","0","263288051","0","102089","NULL","NULL","0","0","0","0","IO_NONE","NULL","0"
"0","145","10","1979","INDEX","0","0","0","169485620","0","92458","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","146","10","1980","INDEX","0","0","0","169504357","0","92460","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","147","0","3909","UNDO_LOG","0","0","0","156510069","0","92461","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","148","10","1981","INDEX","0","0","0","169523607","0","92462","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","149","10","1982","INDEX","0","0","0","169543007","0","92463","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","150","0","3910","UNDO_LOG","0","0","0","156562004","0","92464","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","151","10","1983","INDEX","0","0","0","169561913","0","92465","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","152","10","1984","INDEX","0","0","0","169581120","0","92467","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","153","0","3911","UNDO_LOG","0","0","0","156613769","0","92467","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","154","10","1985","INDEX","0","0","0","169635246","0","92469","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","155","10","1986","INDEX","0","0","0","169654172","0","92470","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","156","0","3912","UNDO_LOG","0","0","0","156665530","0","92471","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","157","10","1987","INDEX","0","0","0","169672808","0","92472","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","158","10","1988","INDEX","0","0","0","169691891","0","92474","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","159","0","3913","UNDO_LOG","0","0","0","156717234","0","92474","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","160","10","1989","INDEX","0","0","0","169710879","0","92475","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","161","0","3914","UNDO_LOG","0","0","0","156768973","0","92477","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","162","10","1990","INDEX","0","0","0","169730042","0","92477","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","163","10","1991","INDEX","0","0","0","169748842","0","92479","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","164","0","3915","UNDO_LOG","0","0","0","156796795","0","92480","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","165","10","1992","INDEX","0","0","0","169767817","0","92481","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","166","0","3916","UNDO_LOG","0","0","0","158205483","0","92536","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","167","10","1993","INDEX","0","0","0","169786769","0","92536","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","168","10","1994","INDEX","0","0","0","169805971","0","92538","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","169","0","3917","UNDO_LOG","0","0","0","156904315","0","92540","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","170","10","1995","INDEX","0","0","0","169824606","0","92540","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","171","10","1996","INDEX","0","0","0","169843582","0","92541","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","172","10","1997","INDEX","0","0","0","169862759","0","92543","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","173","0","3918","UNDO_LOG","0","0","0","156958111","0","92543","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","174","0","635","UNDO_LOG","0","0","0","263288051","263287983","0","NULL","NULL","0","0","0","0","IO_NONE","NULL","0"
"0","175","10","1998","INDEX","0","0","0","169881841","0","92545","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","176","10","1999","INDEX","0","0","0","169900768","0","92547","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","177","0","3919","UNDO_LOG","0","0","0","157011905","0","92547","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","178","10","2000","INDEX","0","0","0","169919698","0","92548","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","179","10","2001","INDEX","0","0","0","169939030","0","92550","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","180","0","3920","UNDO_LOG","0","0","0","157065709","0","92550","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","181","10","2002","INDEX","0","0","0","169958320","0","92551","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","182","10","2003","INDEX","0","0","0","169977312","0","92553","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
"0","183","0","3921","UNDO_LOG","0","0","0","157119507","0","92553","NULL","NULL","0","0","0","0","IO_NONE","NULL","1292"
"0","184","10","2004","INDEX","0","0","0","169996474","0","92555","`employees`.`salaries`","PRIMARY","468","14976","0","0","IO_NONE","NULL","1292"
